category,name,model,specification,color,feature,spec_model,spec_color,spec_feature,spec_rated_power,spec_voltage,spec_frequency,spec_cable_length,spec_product_size,spec_gift_box_size,spec_carton_size,spec_package_standard,spec_net_weight,spec_gross_weight,html_content,image_url,product_url
Hotel Minibar,Hotel Glass Door Absorption Minibar M-30B,M-30B,: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-14 C(at ambinet is 25 C),Black/Gray,"Using cyclopentane (C5H10) foaming, good thermal insulation effect; Fully silent operation, no Freon, green and environmentally friendly; Top-mounted lighting design, low-power cold light LED lighting; Electronic temperature control, IC chip control automatic frost system, energy saving; Removable PVC soft door seal, 100% antibacterial material; HIPS high-gloss antibacterial liner to remove refrigerator odors",M- 30B,,,60W,220-240V~(110V~ Optional)/50-60Hz,,,,,,,,,"<li>Using cyclopentane (C5H10) foaming, good thermal insulation effect</li>
<li>Fully silent operation, no Freon, green and environmentally friendly</li>
<li>Top-mounted lighting design, low-power cold light LED lighting</li>
<li>Electronic temperature control, IC chip control automatic frost system, energy saving</li>
<li>Removable PVC soft door seal, 100% antibacterial material</li>
<li>HIPS high-gloss antibacterial liner to remove refrigerator odors</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M- 30B</li>
<li>Color: Black/Gray</li>
<li>Specification: : 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-14 C(at ambinet is 25 C)</li>
<li>Rated Power: 60W</li>
<li>Voltage: 220-240V~(110V~ Optional)/50-60Hz</li>",https://cdn.globalso.com/aolga-hk/199.jpg,https://www.aolga-hk.com/hotel-glass-door-absorption-minibar-m-30b-product/
Hotel Minibar,Hotel Glass Door Absorption Minibar M-40B,M-40B,: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-14 C(at ambinet is 25 C),Black/Gray,"Using cyclopentane (C5H10) foaming, good thermal insulation effect; Fully silent operation, no Freon, green and environmentally friendly; Top-mounted lighting design, low-power cold light LED lighting; Electronic temperature control, IC chip control automatic frost system, energy saving; Removable PVC soft door seal, 100% antibacterial material; HIPS high-gloss antibacterial liner to remove refrigerator odors",M-40B,,,60W,220-240V~(110V~ Optional)/50-60Hz,,,,,,,,,"<li>Using cyclopentane (C5H10) foaming, good thermal insulation effect</li>
<li>Fully silent operation, no Freon, green and environmentally friendly</li>
<li>Top-mounted lighting design, low-power cold light LED lighting</li>
<li>Electronic temperature control, IC chip control automatic frost system, energy saving</li>
<li>Removable PVC soft door seal, 100% antibacterial material</li>
<li>HIPS high-gloss antibacterial liner to remove refrigerator odors</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M-40B</li>
<li>Color: Black/Gray</li>
<li>Specification: : 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-14 C(at ambinet is 25 C)</li>
<li>Rated Power: 60W</li>
<li>Voltage: 220-240V~(110V~ Optional)/50-60Hz</li>",https://cdn.globalso.com/aolga-hk/1013.jpg,https://www.aolga-hk.com/hotel-glass-door-absorption-minibar-m-40b-product/
Hotel Minibar,Hotel Drawer Minibar M-22C,M-22C,: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 8-12 C(at ambinet is 25 C),Black/Gray,Thermoelectric drawer Mini Bar; Unique design with roller-bearing drawer; Interior LED lights as standard; Automatic defrost,M-22C,Gray/Black,,60W,220-240V~(110V~ optional)/50-60Hz,,,,,,,,,"<li>Thermoelectric drawer Mini Bar</li>
<li>Unique design with roller-bearing drawer</li>
<li>Interior LED lights as standard</li>
<li>Automatic defrost</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M-22C</li>
<li>Color: Gray/Black</li>
<li>Specification: : 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 8-12 C(at ambinet is 25 C)</li>
<li>Rated Power: 60W</li>
<li>Voltage: 220-240V~(110V~ optional)/50-60Hz</li>","https://cdn.globalso.com/aolga-hk/Drawer-Minibar-M-22C.jpg,https://cdn.globalso.com/aolga-hk/Drawer-Minibar-M-22C（1）.jpg,https://cdn.globalso.com/aolga-hk/Drawer-Minibar-M-22C（2）.jpg",https://www.aolga-hk.com/drawer-minibar-m-22c-product/
Hotel Minibar,Hotel Absorption Minibar M-25C/M-30C,M-25C/M-30C,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-12 C(at ambinet is 25 C),Black/Gray,"Noise Level: Silent 0dB;Auto-defrost;Intelligent thermostat;No Freon, no compressor or moving parts",M-25C/M-30C,Gray/Black,,60W,220-240V~(110V~ optional)/50-60Hz,,,,,,,,,"<li>Noise Level: Silent 0dB</li>
<li>Auto-defrost</li>
<li>Intelligent thermostat</li>
<li>No Freon, no compressor or moving parts</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M-25C/M-30C</li>
<li>Color: Gray/Black</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-12 C(at ambinet is 25 C)</li>
<li>Rated Power: 60W</li>
<li>Voltage: 220-240V~(110V~ optional)/50-60Hz</li>","https://cdn.globalso.com/aolga-hk/Absorption-Minibar-M-30A（4）1.jpg,https://cdn.globalso.com/aolga-hk/Hotel-Absorption-Minibar-M-30C.jpg,https://cdn.globalso.com/aolga-hk/Absorption-Minibar-M-30A（1）1.jpg,https://cdn.globalso.com/aolga-hk/Absorption-Minibar-M-30A3.jpg,https://cdn.globalso.com/aolga-hk/Hotel-Absorption-Minibar-M-30C（1）.jpg",https://www.aolga-hk.com/absorption-minibar-m-30c-2-product/
Hotel Minibar,Hotel Drawer Minibar M-45C,M-45C,: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 8-12 C(at ambinet is 25 C),Black/Gray,"Cold fast and low noise, with heat-pipe technology; Auto-defrost; Intelligent thermostat; Interior LED light with auto off; No Freon, no compressor or moving parts; Adjust temp with inside control",M-45C,,,65W,220-240V ~ (110V ~ optional)/50-60Hz,,,,,,,,,"<li>Cold fast and low noise, with heat-pipe technology</li>
<li>Auto-defrost</li>
<li>Intelligent thermostat</li>
<li>Interior LED light with auto off</li>
<li>No Freon, no compressor or moving parts</li>
<li>Adjust temp with inside control</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M-45C</li>
<li>Color: Black/Gray</li>
<li>Specification: : 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 8-12 C(at ambinet is 25 C)</li>
<li>Rated Power: 65W</li>
<li>Voltage: 220-240V ~ (110V ~ optional)/50-60Hz</li>","https://cdn.globalso.com/aolga-hk/Drawer-Minibar-M-45C（1）.jpg,https://cdn.globalso.com/aolga-hk/Drawer-Minibar-M-45C（2）.jpg,https://cdn.globalso.com/aolga-hk/Drawer-Minibar-M-45C（3）.jpg,https://cdn.globalso.com/aolga-hk/Drawer-Minibar-M-45C（4）.jpg,https://cdn.globalso.com/aolga-hk/Drawer-Minibar-M-45C.jpg",https://www.aolga-hk.com/drawer-minibar-m-45c-product/
Hotel Minibar,Hotel Glass Door Absorption Minibar M-25T,M-25T,: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-12 C(at ambinet is 25 C),Black/Gray,"Cooling Method: Absorption technologies, ammonia water circle; Minibar are with no compressor, no fan, no moving part, no Freon, no vibration, silent and don't produce any noise, function stably and soundly",M-25T,,,60W,220-240V ~ (110V ~ Optional)/50-60Hz,,,,,,,,,"<li>Cooling Method: Absorption technologies, ammonia water circle</li>
<li>Minibar are with no compressor, no fan, no moving part, no Freon, no vibration, silent and don't produce any noise, function stably and soundly</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M-25T</li>
<li>Color: Black/Gray</li>
<li>Specification: : 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-12 C(at ambinet is 25 C)</li>
<li>Rated Power: 60W</li>
<li>Voltage: 220-240V ~ (110V ~ Optional)/50-60Hz</li>","https://cdn.globalso.com/aolga-hk/2510.jpg,https://cdn.globalso.com/aolga-hk/262.jpg",https://www.aolga-hk.com/absorption-minibar-m-25t-product/
Hotel Minibar,Hotel Glass Door Absorption Minibar M-40T,M-40T,: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-12 C(at ambinet is 25 C),Black/Gray,"High performance with superior absorption new technology, cooling by ammonia; No compressor, no fan, no moving part, no vibration, noiseless, maintenance-free operation; The products can defrost utomatically and belong to static-cooling refrigerators",M-40T,,,60W,220-240V ~ (110V ~ optional)/50-60Hz,,,,,,,,,"<li>High performance with superior absorption new technology, cooling by ammonia</li>
<li>No compressor, no fan, no moving part, no vibration, noiseless, maintenance-free operation</li>
<li>The products can defrost utomatically and belong to static-cooling refrigerators</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M-40T</li>
<li>Color: Black/Gray</li>
<li>Specification: : 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-12 C(at ambinet is 25 C)</li>
<li>Rated Power: 60W</li>
<li>Voltage: 220-240V ~ (110V ~ optional)/50-60Hz</li>","https://cdn.globalso.com/aolga-hk/194.jpg,https://cdn.globalso.com/aolga-hk/263.jpg",https://www.aolga-hk.com/absorption-minibar-m-40t-product/
Hotel Minibar,Glass Door Hotel Absorption Minibar M-30T,M-30T,: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-12 C(at ambinet is 25 C),Black/Gray,SILENT operation with No vibration; Dual cooling technology; Automatic defrost; Adjustable temperature settings for efficient usage,M-30T,,,60W,220-240V ~ (110V ~ Optional)/50-60Hz,,,,,,,,,"<li>SILENT operation with No vibration</li>
<li>Dual cooling technology</li>
<li>Automatic defrost</li>
<li>Adjustable temperature settings for efficient usage</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M-30T</li>
<li>Color: Black/Gray</li>
<li>Specification: : 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-12 C(at ambinet is 25 C)</li>
<li>Rated Power: 60W</li>
<li>Voltage: 220-240V ~ (110V ~ Optional)/50-60Hz</li>",https://cdn.globalso.com/aolga-hk/30T.jpg,https://www.aolga-hk.com/absorption-minibar-m-30t-product/
Hotel Minibar,Hotel Glass Door Absorption Minibar M-25B,M-25B,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-14 C(at ambinet is 25 C),Black/Gray,"Using cyclopentane (C5H10) foaming, good thermal insulation effect; Fully silent operation, no Freon, green and environmentally friendly; Top-mounted lighting design, low-power cold light LED lighting; Electronic temperature control, IC chip control automatic frost system, energy saving; Removable PVC soft door seal, 100% antibacterial material; HIPS high-gloss antibacterial liner to remove refrigerator odors",M- 25B,,,60W,220-240V~(110V~ Optional)/50-60Hz,,,,,,,,,"<li>Using cyclopentane (C5H10) foaming, good thermal insulation effect</li>
<li>Fully silent operation, no Freon, green and environmentally friendly</li>
<li>Top-mounted lighting design, low-power cold light LED lighting</li>
<li>Electronic temperature control, IC chip control automatic frost system, energy saving</li>
<li>Removable PVC soft door seal, 100% antibacterial material</li>
<li>HIPS high-gloss antibacterial liner to remove refrigerator odors</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M- 25B</li>
<li>Color: Black/Gray</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 4-14 C(at ambinet is 25 C)</li>
<li>Rated Power: 60W</li>
<li>Voltage: 220-240V~(110V~ Optional)/50-60Hz</li>",https://cdn.globalso.com/aolga-hk/197.jpg,https://www.aolga-hk.com/hotel-glass-door-absorption-minibar-m-25b-product/
Hotel Minibar,Hotel Thermoelectric Minibar M-22BA,M-22BA,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 75W; 5-12 C(at ambinet is 25 C),Black/Gray,"Solid Door; Lock can be available; Door can be right or left opening; No noise, without any moving parts,100% noise free and 100% vibration free; CFC free,Enviroment friendly; Simple structure, no moving parts,reparing easily; Unique fuzzy logic regulation system for low energy consumption",M-22BA,,,75 W,220-240V~(110V~ Optional)/50-60Hz,,,,,,,,,"<li>Solid Door</li>
<li>Lock can be available</li>
<li>Door can be right or left opening</li>
<li>No noise, without any moving parts,100% noise free and 100% vibration free</li>
<li>CFC free,Enviroment friendly</li>
<li>Simple structure, no moving parts,reparing easily</li>
<li>Unique fuzzy logic regulation system for low energy consumption</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M-22BA</li>
<li>Color: Black/Gray</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 75W; 5-12 C(at ambinet is 25 C)</li>
<li>Rated Power: 75 W</li>
<li>Voltage: 220-240V~(110V~ Optional)/50-60Hz</li>","https://cdn.globalso.com/aolga-hk/1100.jpg,https://cdn.globalso.com/aolga-hk/353.jpg,https://cdn.globalso.com/aolga-hk/268.jpg",https://www.aolga-hk.com/hotel-thermoelectric-minibar-m-22ba-product/
Hotel Minibar,Hotel Thermoelectric Minibar M-22BC,M-22BC,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 75W; 11-18 C(at ambinet is 25 C),Black/Gray,Unique thermoelectric cooling technology; Mechanical temperature control; Solid door with recessed handle; Metal cabinet with adjustable legs; lnsulated with solid CFC-free foaming; No vibrations and low noise; Environmentally friendly,M-22B C,,,75 W,220-240V~(110 -120 V~ Optional)/50-60Hz,,,,,,,,,"<li>Unique thermoelectric cooling technology</li>
<li>Mechanical temperature control</li>
<li>Solid door with recessed handle</li>
<li>Metal cabinet with adjustable legs</li>
<li>lnsulated with solid CFC-free foaming</li>
<li>No vibrations and low noise</li>
<li>Environmentally friendly</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: M-22B C</li>
<li>Color: Black/Gray</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 75W; 11-18 C(at ambinet is 25 C)</li>
<li>Rated Power: 75 W</li>
<li>Voltage: 220-240V~(110 -120 V~ Optional)/50-60Hz</li>","https://cdn.globalso.com/aolga-hk/1101.jpg,https://cdn.globalso.com/aolga-hk/269.jpg,https://cdn.globalso.com/aolga-hk/354.jpg,https://cdn.globalso.com/aolga-hk/427.jpg",https://www.aolga-hk.com/hotel-thermoelectric-minibar-m-22bc-product/
Hotel Minibar,Hotel Thermoelectric Minibar (Heat Pipe) CB-20SA,CB-20SA,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 58W;6-8 C(at ambinet is 25 C),Black/Gray,"Semi-conductor refrigeration, pollution free, health and fashion; No noise, no vibration design; Reversible door design; Automatically evaporating drain water; Changeable door surface design",CB-20SA,,,58W,220-240V~/110-120V; 50Hz/60Hz,,,,,,,,,"<li>Semi-conductor refrigeration, pollution free, health and fashion</li>
<li>No noise, no vibration design</li>
<li>Reversible door design</li>
<li>Automatically evaporating drain water</li>
<li>Changeable door surface design</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CB-20SA</li>
<li>Color: Black/Gray</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 58W;6-8 C(at ambinet is 25 C)</li>
<li>Rated Power: 58W</li>
<li>Voltage: 220-240V~/110-120V; 50Hz/60Hz</li>","https://cdn.globalso.com/aolga-hk/113.png,https://cdn.globalso.com/aolga-hk/28.png",https://www.aolga-hk.com/hotel-thermoelectric-minibar-heat-pipe-cb-20sa-product/
Hotel Minibar,Hotel Thermoelectric Minibar (Heat Pipe) CB-30SA,CB-30SA,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 58W;6-8 C(at ambinet is 25 C),Black/Gray,"Semi-conductor refrigeration, pollution free, health and fashion; Condenser type design, no fan, totally no noise, no vibration; Reversible door design; Automatically evaporating drain water; Changeable door panel design; Magic shelf design, convenient for storing different size of drinks; With interior LED lamp",CB - 3 0SA,,,58W,220-240V~/110-120V; 50Hz/60Hz,,,,,,,,,"<li>Semi-conductor refrigeration, pollution free, health and fashion</li>
<li>Condenser type design, no fan, totally no noise, no vibration</li>
<li>Reversible door design</li>
<li>Automatically evaporating drain water</li>
<li>Changeable door panel design</li>
<li>Magic shelf design, convenient for storing different size of drinks</li>
<li>With interior LED lamp</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CB - 3 0SA</li>
<li>Color: Black/Gray</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 58W;6-8 C(at ambinet is 25 C)</li>
<li>Rated Power: 58W</li>
<li>Voltage: 220-240V~/110-120V; 50Hz/60Hz</li>","https://cdn.globalso.com/aolga-hk/115.png,https://cdn.globalso.com/aolga-hk/210.png",https://www.aolga-hk.com/hotel-thermoelectric-minibar-heat-pipe-cb-30sa-product/
Hotel Minibar,Hotel Thermoelectric Minibar (Heat Pipe) CB-40SA,CB-40SA,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 58W;6-8 C(at ambinet is 25 C),Black/Gray,"Semi-conductor refrigeration, pollution free, health and fashion; No noise, no vibration design; Reversible metal door design; Automatically evaporating drain water;",CB - 4 0SA,,,58W,220-240V~/110-120V; 50Hz/60Hz,,,,,,,,,"<li>Semi-conductor refrigeration, pollution free, health and fashion</li>
<li>No noise, no vibration design</li>
<li>Reversible metal door design</li>
<li>Automatically evaporating drain water</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CB - 4 0SA</li>
<li>Color: Black/Gray</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 58W;6-8 C(at ambinet is 25 C)</li>
<li>Rated Power: 58W</li>
<li>Voltage: 220-240V~/110-120V; 50Hz/60Hz</li>","https://cdn.globalso.com/aolga-hk/117.png,https://cdn.globalso.com/aolga-hk/212.png",https://www.aolga-hk.com/hotel-thermoelectric-minibar-heat-pipe-cb-40sa-product/
Hotel Minibar,Hotel Thermoelectric Minibar (Heat Pipe) CB-45SA,CB-45SA,: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 6-8 C(at ambinet is 25 C),Black,"Heat-pipe technology; CFC-free, environmental friendly; Ajustable thermostat for ideal temperature control; Auto-defrost; Sofe interior LED light; Power input 58W; Range of Temperature: 6-8 C (At 25 C Ambient)",CB-45SA,,,58 W,220-240V~ / 110 -120V; 50 Hz/ 60Hz,,,,,,,,,"<li>Heat-pipe technology</li>
<li>CFC-free, environmental friendly</li>
<li>Ajustable thermostat for ideal temperature control</li>
<li>Auto-defrost</li>
<li>Sofe interior LED light</li>
<li>Power input 58W</li>
<li>Range of Temperature: 6-8 C (At 25 C Ambient)</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CB-45SA</li>
<li>Color: Black</li>
<li>Specification: : 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 6-8 C(at ambinet is 25 C)</li>
<li>Rated Power: 58 W</li>
<li>Voltage: 220-240V~ / 110 -120V; 50 Hz/ 60Hz</li>","https://cdn.globalso.com/aolga-hk/349.jpg,https://cdn.globalso.com/aolga-hk/264.jpg,https://cdn.globalso.com/aolga-hk/350.jpg",https://www.aolga-hk.com/hotel-thermoelectric-minibar-heat-pipe-cb-45sa-product/
Hotel Minibar,Hotel Thermoelectric Minibar (Heat Pipe) CB-21SA,CB-21SA,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 6-8 C(at ambinet is 25 C),Black,"Semi-conductor refrigeration, pollution free, health and fashion; Condenser type design, no fan, totally no noise, no vibration; Sliding drawer design;Automatically evaporating drain water; Special handle design, convenient for opening the door; With interior LED lamp; Energy saving by thermostat from 6 to 8 degree",CB-21SA,,,58 W,220-240V~ / 110 -120V; 50 Hz/ 60Hz,,,,,,,,,"<li>Semi-conductor refrigeration, pollution free, health and fashion</li>
<li>Condenser type design, no fan, totally no noise, no vibration</li>
<li>Sliding drawer design</li>
<li>Automatically evaporating drain water</li>
<li>Special handle design, convenient for opening the door</li>
<li>With interior LED lamp</li>
<li>Energy saving by thermostat from 6 to 8 degree</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CB-21SA</li>
<li>Color: Black</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W; 6-8 C(at ambinet is 25 C)</li>
<li>Rated Power: 58 W</li>
<li>Voltage: 220-240V~ / 110 -120V; 50 Hz/ 60Hz</li>","https://cdn.globalso.com/aolga-hk/196.jpg,https://cdn.globalso.com/aolga-hk/265.jpg",https://www.aolga-hk.com/hotel-thermoelectric-minibar-heat-pipe-cb-21sa-product/
Hotel Minibar,Hotel Thermoelectric Minibar CB-30SAF,CB-30SAF,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 55W; 5-12 C(at ambinet is 25 C),Black/Gray,"Semi-conductor refrigeration, pollution free, health and fashion; Condenser type design, no fan, totally no noise, no vibration; Reversible door design; Automatically evaporating drain water; Changeable door panel design; Magic shelf design, convenient for storing different size of drinks; With interior LED lamp",B-30SAF,,,55 W,220-240V~(110 -120 V~ Optional)/50-60Hz,,,,,,,,,"<li>Semi-conductor refrigeration, pollution free, health and fashion</li>
<li>Condenser type design, no fan, totally no noise, no vibration</li>
<li>Reversible door design</li>
<li>Automatically evaporating drain water</li>
<li>Changeable door panel design</li>
<li>Magic shelf design, convenient for storing different size of drinks</li>
<li>With interior LED lamp</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: B-30SAF</li>
<li>Color: Black/Gray</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 55W; 5-12 C(at ambinet is 25 C)</li>
<li>Rated Power: 55 W</li>
<li>Voltage: 220-240V~(110 -120 V~ Optional)/50-60Hz</li>","https://cdn.globalso.com/aolga-hk/1102.jpg,https://cdn.globalso.com/aolga-hk/270.jpg",https://www.aolga-hk.com/hotel-thermoelectric-minibar-cb-30saf-product/
Hotel Minibar,Hotel Thermoelectric Minibar CB-40SAFN,CB-40SAFN,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 55W;6-8 C(at ambinet is 25 C),Black/Gray,"Semi-conductor refrigeration, pollution free, health and fashion; No noise, no vibration design; Reversible metal door design; Automatically evaporating drain water; Changeable door surface design; Magic shelf design, convenient for storing different size of drinks; With interior LED lamp & plastic inner liner",CB-40SAFN,,,58 W,220-240V~(110 -120 V~ Optional)/50-60Hz,,,,,,,,,"<li>Semi-conductor refrigeration, pollution free, health and fashion</li>
<li>No noise, no vibration design</li>
<li>Reversible metal door design</li>
<li>Automatically evaporating drain water</li>
<li>Changeable door surface design</li>
<li>Magic shelf design, convenient for storing different size of drinks</li>
<li>With interior LED lamp & plastic inner liner</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CB-40SAFN</li>
<li>Color: Black/Gray</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 55W;6-8 C(at ambinet is 25 C)</li>
<li>Rated Power: 58 W</li>
<li>Voltage: 220-240V~(110 -120 V~ Optional)/50-60Hz</li>","https://cdn.globalso.com/aolga-hk/1104.jpg,https://cdn.globalso.com/aolga-hk/273.jpg",https://www.aolga-hk.com/hotel-thermoelectric-minibar-cb-40safn-product/
Hotel Minibar,Hotel Thermoelectric Minibar (Heat Pipe) SC-20SA,SC-20SA,: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W;12 C(at ambinet is 25 C),Black/Gray,"Semi-conductor refrigeration, pollution free, health and fashion; Condenser type design, no fan, totally no noise, no vibration; Reversible door design; Automatically evaporating drain water; Double temper glass door; Magic shelf design, convenient for storing different size of drinks",SC-20SA,,,58W,220-240V~/110-120V; 50Hz/60Hz,,,,,,,,,"<li>Semi-conductor refrigeration, pollution free, health and fashion</li>
<li>Condenser type design, no fan, totally no noise, no vibration</li>
<li>Reversible door design</li>
<li>Automatically evaporating drain water</li>
<li>Double temper glass door</li>
<li>Magic shelf design, convenient for storing different size of drinks</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: SC-20SA</li>
<li>Color: Black/Gray</li>
<li>Specification: : 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 60W;12 C(at ambinet is 25 C)</li>
<li>Rated Power: 58W</li>
<li>Voltage: 220-240V~/110-120V; 50Hz/60Hz</li>","https://cdn.globalso.com/aolga-hk/114.png,https://cdn.globalso.com/aolga-hk/29.png",https://www.aolga-hk.com/hotel-thermoelectric-minibar-heat-pipe-sc-20sa-product/
Hotel Minibar,Hotel Thermoelectric Minibar (Heat Pipe) SC-30SA,SC-30SA,220V-240V~ / 50Hz or 110-120V~ / 60Hz; 58W;12 C(at ambinet is 25 C),Black/Gray,"Semi-conductor refrigeration, pollution free, health and fashion; Condenser type design, no fan, totally no noise, no vibration; Reversible door design; Automatically evaporating drain water; Double temper glass door; Magic shelf design, convenient for storing different size of drinks",SC - 3 0SA,,,58W,220-240V~/110-120V; 50Hz/60Hz,,,,,,,,,"<li>Semi-conductor refrigeration, pollution free, health and fashion</li>
<li>Condenser type design, no fan, totally no noise, no vibration</li>
<li>Reversible door design</li>
<li>Automatically evaporating drain water</li>
<li>Double temper glass door</li>
<li>Magic shelf design, convenient for storing different size of drinks</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: SC - 3 0SA</li>
<li>Color: Black/Gray</li>
<li>Specification: 220V-240V~ / 50Hz or 110-120V~ / 60Hz; 58W;12 C(at ambinet is 25 C)</li>
<li>Rated Power: 58W</li>
<li>Voltage: 220-240V~/110-120V; 50Hz/60Hz</li>","https://cdn.globalso.com/aolga-hk/116.png,https://cdn.globalso.com/aolga-hk/211.png",https://www.aolga-hk.com/hotel-thermoelectric-minibar-heat-pipe-sc-30sa-product/
